National Database Number,Common Name,Genus,Species,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,Gear Collection Flag,Other Findings upon Level Y/N,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Sunk Flag,Carcass Frozen for Later Exam,Carcass Landfill Flag,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy
SE-2017-1195582,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,16th and Seawall,29.2947,actual,-94.7812,actual,N,N,N,N,N,N,,N,N,3/7/2017,2017,MAR,7,Beach or Land,Moderate Decomposition,3/7/2017,2017,MAR,7,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,97,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,3/7/2017
SE-2017-1195579,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,45th and seawall blvd,29.2755,actual,-94.8104,actual,N,CBD,N,N,N,N,,N,CBD,3/4/2017,2017,MAR,4,Beach or Land,Moderate Decomposition,3/6/2017,2017,MAR,6,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,107,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195592,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,1.5 miles east of South Cove Drive,29.47977,actual,-94.56808,actual,N,CBD,N,N,N,N,,N,CBD,3/16/2017,2017,MAR,16,Beach or Land,Moderate Decomposition,3/16/2017,2017,MAR,16,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,110,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195531,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,150 yards west of 16 mile road,29.17293,actual,-94.98648,actual,N,CBD,N,N,N,N,,N,CBD,1/22/2017,2017,JAN,22,Beach or Land,Moderate Decomposition,,,,,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,100,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,1/22/2017
SE-2019-1209658,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,South side of Bolivar Ferry Landing near jetty,29.36148,actual,-94.77843,actual,,CBD,,,,,,N,CBD,3/13/2019,2019,MAR,13,Beach or Land,Moderate Decomposition,3/13/2019,2019,MAR,13,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,94,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2017-1195584,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"0.5 miles east of Driftwood Dr., Barrel 96, Crystal Beach",29.4675,actual,-94.5976,actual,N,N,N,N,N,N,,N,N,3/9/2017,2017,MAR,9,Beach or Land,Moderate Decomposition,3/9/2017,2017,MAR,9,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,108,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,3/9/2017
SE-2019-1208127,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,Crystal Beach between barrels 55 and 56,29.43812,actual,-94.65805,actual,,CBD,,,,,,N,CBD,2/8/2019,2019,FEB,8,Beach or Land,Moderate Decomposition,2/8/2019,2019,FEB,8,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,76,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2019-1208123,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,35th Street and Seawall Boulevard,29.28091,actual,-94.80048,actual,,CBD,,,,,,N,CBD,1/28/2019,2019,JAN,28,Beach or Land,Moderate Decomposition,1/28/2019,2019,JAN,28,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,98,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2018-1202421,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,43rd and seawall blvd.,29.2767,actual,-94.80734,actual,,CBD,,,,,,N,CBD,2/23/2018,2018,FEB,23,Beach or Land,Moderate Decomposition,2/23/2018,2018,FEB,23,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,102,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,2/23/2018
SE-2017-1195587,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"0.2 miles east of Terramar Drive, Galveston Island",29.12981,actual,-95.0556,actual,N,CBD,N,N,N,N,,N,CBD,3/12/2017,2017,MAR,12,Beach or Land,Moderate Decomposition,3/13/2017,2017,MAR,13,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,102,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2018-1202341,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,Indian Beach Drive,29.1683,actual,-94.994,actual,,CBD,,,,,,N,CBD,2/9/2018,2018,FEB,9,Beach or Land,Moderate Decomposition,2/9/2018,2018,FEB,9,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,87,cm,actual,,,,Y,,Y,,,,,,N,,,
SE-2018-1202438,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,100 yards east of 8 mile rd. on Sunny Beach,29.235203,actual,-94.881345,actual,,CBD,,,,,,N,CBD,2/25/2018,2018,FEB,25,Beach or Land,Moderate Decomposition,,,,,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,100,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2018-1202449,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,SeaWolf Park fishing pier on Galveston Ship Channel Side,29.33581,actual,-94.77745,actual,,CBD,,,,,,N,CBD,3/29/2018,2018,MAR,29,Beach or Land,Moderate Decomposition,3/29/2018,2018,MAR,29,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,117,cm,actual,,,,Y,,,,Y,,,,Y,limited,fresh,3/29/2018
SE-2018-1202441,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.6 miles west of 13 mile rd.,29.19049,actual,-94.95674,actual,,CBD,,,,,,N,CBD,3/5/2018,2018,MAR,5,Beach or Land,Moderate Decomposition,3/5/2018,2018,MAR,5,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,97,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,3/5/2018
SE-2018-1202418,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"Pirates beach, 100 yards west of 11 mile rd.",29.207886,actual,-94.926928,actual,,CBD,,,,,,N,CBD,2/22/2018,2018,FEB,22,Beach or Land,Moderate Decomposition,2/22/2018,2018,FEB,22,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,94,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,2/22/2018
SE-2018-1202419,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"Crystal beach, 0.15 miles east of johnson crawford circle, barrel 26",29.41126,actual,-94.69931,actual,,CBD,,,,,,N,CBD,2/22/2018,2018,FEB,22,Beach or Land,Moderate Decomposition,2/22/2018,2018,FEB,22,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,94,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,2/22/2018
SE-2018-1202422,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,17th and Seawall blvd.,29.29441,actual,-94.78197,actual,,CBD,,,,,,N,CBD,2/23/2018,2018,FEB,23,Beach or Land,Moderate Decomposition,2/23/2018,2018,FEB,23,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,107,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,2/23/2018
SE-2018-1202412,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"0.1 miles west of monkhouse dr., bolivar peninsula",29.44884,actual,-94.6376,actual,,CBD,,,,,,N,CBD,2/20/2018,2018,FEB,20,Beach or Land,Moderate Decomposition,2/20/2018,2018,FEB,20,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,97,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,2/20/2018
SE-2018-1202430,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.55 miles east of honey suckle ln.,29.43006,actual,-94.67264,actual,,N,,,,,,N,N,2/25/2018,2018,FEB,25,Beach or Land,Moderate Decomposition,2/26/2018,2018,FEB,26,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,107,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,2/26/2018
SE-2019-1209659,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,Bolivar Peninsula at the end of Rettilon Road on beach,29.38206,actual,-94.72328,actual,,N,,,,,,N,N,3/18/2019,2019,MAR,18,Beach or Land,Moderate Decomposition,3/18/2019,2019,MAR,18,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,108,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2019-1209754,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"6.28 miles west of San Jacinto Drive, Sea Isle",29.13803,actual,-95.0428,actual,,CBD,,,,,,N,CBD,4/6/2019,2019,APR,6,Beach or Land,Moderate Decomposition,4/8/2019,2019,APR,8,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,115,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2017-1195528,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,In front of 12708 Bermuda Beach Drive,29.21705,actual,-94.91222,actual,N,N,N,N,N,N,,N,N,1/10/2017,2017,JAN,10,Beach or Land,Moderate Decomposition,1/11/2017,2017,JAN,11,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,98,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,1/11/2017
SE-2017-1195536,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.2 miles east of Stewart Beach Pavilion,29.3086,actual,-94.7626,actual,N,CBD,N,N,N,N,,N,CBD,2/4/2017,2017,FEB,4,Beach or Land,Moderate Decomposition,2/4/2017,2017,FEB,4,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,102,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195553,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.2 miles west of Magnolia Ln.,29.4065,actual,-94.7038,actual,N,CBD,N,N,N,N,,N,CBD,2/18/2017,2017,FEB,18,Beach or Land,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,100,cm,estimate,,,,Y,N,N,N,N,N,N,N,NA,,,
SE-2019-1209713,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"Bolivar Peninsula, 3.4 miles west of highway 124",29.529885,estimate,-94.4404,estimate,,CBD,,,,,,N,CBD,3/29/2019,2019,MAR,29,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,MALE,PUP/CALF,115,cm,estimate,,,notMeasured,Y,Y,,,,,,,N,,,
SE-2017-1197120,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,At barrel H5 0.25 miles east of highway 124 and highway 87 intersection at high island,29.551,actual,-94.3844,actual,N,CBD,N,N,N,N,,N,CBD,3/6/2017,2017,MAR,6,Beach or Land,Moderate Decomposition,3/6/2017,2017,MAR,6,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,98,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195548,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"0.3 miles east of S. Cove Drive between barrels 103 and 104, Crystal Beach",29.4721,actual,-94.5861,actual,N,CBD,N,N,N,N,,N,CBD,2/13/2017,2017,FEB,13,Beach or Land,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,85,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195376,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"Poretto Beach, Seawall and 10th St.",29.30083,estimate,-94.77419,estimate,N,CBD,N,N,N,N,,N,CBD,1/1/2017,2017,JAN,1,Beach or Land,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,75,cm,estimate,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1197104,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,floating on the stern of the SS Selma (sunken concrete ship) approximately 0.75 miles northwest of SeaWolf Park,29.34437,estimate,-94.785725,estimate,N,CBD,N,N,N,N,,N,CBD,6/12/2017,2017,JUN,12,Floating,Moderate Decomposition,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MALE,UNKNOWN,150,cm,estimate,,,,Y,Y,N,N,N,N,N,N,N,,,
SE-2019-1207362,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"Texas City Dike, 3.6 miles from the entrance, on the south side of the jetty",29.37185,actual,-94.83006,actual,,CBD,,,,,,N,N,1/6/2019,2019,JAN,6,Beach or Land,Moderate Decomposition,1/6/2019,2019,JAN,6,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,254,cm,actual,,,notMeasured,Y,Y,,,,,,,N,,,
SE-2018-1207059,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,San Leon at 7th Street (north end) and the beach,29.49692,actual,-94.91653,actual,,Y,N,N,Y,N,,N,N,12/25/2018,2018,DEC,25,Beach or Land,Moderate Decomposition,12/25/2018,2018,DEC,25,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,236,cm,actual,,,notMeasured,Y,Y,,,,,,,N,,,
SE-2017-1195538,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,50 yards north of northernmost Bolivar ferry landing,29.3635,actual,-94.7796,actual,N,CBD,N,N,N,N,,N,Y,2/5/2017,2017,FEB,5,Beach or Land,Moderate Decomposition,2/6/2017,2017,FEB,6,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,255,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2019-1208125,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,19th Street and Seawall Boulevard,29.2925,estimate,-94.78388,estimate,,Y,C,N,C,,Possible mutilation,N,CBD,2/1/2019,2019,FEB,1,Beach or Land,Moderate Decomposition,2/1/2019,2019,FEB,1,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,229,cm,actual,,,notMeasured,Y,,Y,,,,,,Y,limited,fresh,2/1/2019
SE-2018-1207053,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,Crystal Beach between barrels 118 and 119 - 1.6 miles west of Smith Drive,29.48207,actual,-94.56334,actual,,N,,,,,,N,Y,11/28/2018,2018,NOV,28,Beach or Land,Moderate Decomposition,11/29/2018,2018,NOV,29,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,SUBADULT,210,cm,actual,,,notMeasured,Y,Y,Y,,,,,,Y,limited,fresh,11/29/2018
SE-2017-1195583,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"0.5 miles east of South Cove Drive, Barrel 106, Crystal Beach",29.4739,actual,-94.5827,actual,N,N,N,N,N,N,,N,N,3/9/2017,2017,MAR,9,Beach or Land,Moderate Decomposition,3/9/2017,2017,MAR,9,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,SUBADULT,213,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,3/9/2017
SE-2019-1218070,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,Floating in the Galveston Ship Channel near T&T Marine,29.312073,estimate,-94.802472,estimate,,CBD,,,,,,N,CBD,10/3/2019,2019,OCT,3,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,225,cm,estimate,,,notMeasured,Y,,,,,,,,N,,,
SE-2018-1207033,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,"East Beach, 60 yards northwest of Fort San Jacinto Historic Point parking lot",29.33531,estimate,-94.752953,estimate,,Y,N,C,C,Y,Possible mutilation,N,Y,11/21/2018,2018,NOV,21,Beach or Land,Moderate Decomposition,11/21/2018,2018,NOV,21,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,156,cm,actual,,,notMeasured,Y,Y,,,Y,,,,Y,limited,fresh,11/21/2018
SE-2019-1209662,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,Gilchrist approximately 0.4 miles east of Legers Road at barrel G24,29.51697,actual,-94.47463,actual,,CBD,,,,,,N,CBD,3/20/2019,2019,MAR,20,Beach or Land,Moderate Decomposition,3/20/2019,2019,MAR,20,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,195,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2019-1219614,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,24th Street and Seawall Boulevard by the jetty,29.28838,actual,-94.788382,actual,,N,,,,,,N,N,12/6/2019,2019,DEC,6,Beach or Land,Moderate Decomposition,12/6/2019,2019,DEC,6,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,144,cm,actual,,,notMeasured,Y,,Y,,,,,,Y,limited,fresh,12/6/2019
SE-2018-1202452,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,71st street and seawall blvd.,29.2612,actual,-94.83525,actual,,CBD,,,,,,N,CBD,3/31/2018,2018,MAR,31,Beach or Land,Moderate Decomposition,3/31/2018,2018,MAR,31,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,159,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,3/31/2018
SE-2019-1220073,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,United States Army Corps of Engineers building at 2000 Fort Point Road,29.33125,actual,-94.772867,actual,,N,,,,,,N,CBD,12/16/2019,2019,DEC,16,Beach or Land,Moderate Decomposition,12/16/2019,2019,DEC,16,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,151,cm,actual,,,notMeasured,Y,Y,,,,,,,Y,limited,fresh,12/16/2019
SE-2017-1195570,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.4 miles west of 13 mile road,29.1922,actual,-94.9536,actual,N,CBD,N,N,N,N,,N,Y,2/22/2017,2017,FEB,22,Beach or Land,Moderate Decomposition,2/22/2017,2017,FEB,22,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,YEARLING,197,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,2/22/2017
SE-2019-1216014,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.45 miles west of Galveston Yacht Basin in the Galveston Ship Channel,29.317094,actual,-94.785127,actual,,N,,,,,,N,Y,7/13/2019,2019,JUL,13,Floating,Moderate Decomposition,7/13/2019,2019,JUL,13,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,YEARLING,155,cm,actual,,,notMeasured,Y,,,,,,,,Y,complete,fresh,7/13/2019
SE-2019-1208933,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"Crystal Beach, Bolivar Peninsula, 500 feet northeast of Rettilon Road",29.38384,actual,-94.72215,actual,,N,,,,,,N,CBD,2/25/2019,2019,FEB,25,Beach or Land,Moderate Decomposition,2/26/2019,2019,FEB,26,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,101,cm,actual,,,notMeasured,Y,,,,,,,,N,,,
SE-2017-1195529,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,100 yards east of eastern stewart beach park boundary,29.30964,actual,-94.76065,actual,N,N,N,N,N,N,,N,N,1/17/2017,2017,JAN,17,Beach or Land,Moderate Decomposition,1/17/2017,2017,JAN,17,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,75,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,1/17/2017
SE-2017-1195575,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"2.84 miles west of highway 124/87 intersection, Gilchrist",29.5331,actual,-94.4314,actual,N,CBD,N,N,N,N,,N,CBD,2/27/2017,2017,FEB,27,Beach or Land,Moderate Decomposition,2/27/2017,2017,FEB,27,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,92,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195379,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.14 miles east of stewart beach park pavilion,29.30696,actual,-94.76511,actual,N,CBD,N,N,N,N,,N,CBD,1/2/2017,2017,JAN,2,Beach or Land,Moderate Decomposition,1/2/2017,2017,JAN,2,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,85,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195549,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.13 miles west of 53rd and seawall blvd,29.2693,actual,-94.8209,actual,N,N,N,N,N,N,,N,N,2/14/2017,2017,FEB,14,Beach or Land,Moderate Decomposition,2/14/2017,2017,FEB,14,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,98,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1195578,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"0.3 miles west of Clara Street, Crystal Beach",29.4597,actual,-94.6149,actual,N,CBD,N,N,N,N,,N,CBD,3/1/2017,2017,MAR,1,Beach or Land,Moderate Decomposition,3/1/2017,2017,MAR,1,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FEMALE,PUP/CALF,109,cm,actual,,,,Y,N,Y,N,N,N,N,N,Y,limited,fresh,3/1/2017
SE-2019-1209661,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,Sunny Beach approximately 0.3 miles west of 8 mile road,29.23186,actual,-94.88769,actual,,CBD,,,,,,N,CBD,3/19/2019,2019,MAR,19,Beach or Land,Moderate Decomposition,3/19/2019,2019,MAR,19,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,106,cm,actual,,,notMeasured,Y,,Y,,,,,,N,,,
SE-2018-1202457,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.3 miles northeast of jetty at Big Reef,29.33525,actual,-94.72882,actual,,CBD,,,,,,N,CBD,4/26/2018,2018,APR,26,Beach or Land,Moderate Decomposition,4/26/2018,2018,APR,26,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,122,cm,actual,,,,Y,,Y,,,,,,Y,limited,fresh,4/26/2018
SE-2019-1218059,"Dolphin, bottlenose",Tursiops,truncatus,SE,Galveston,Galveston,TX,Gulf of Mexico,100 yards southwest of Seawolf Park entrance,29.33385,actual,-94.78014,actual,,Y,Y,,,,,N,CBD,9/30/2019,2019,SEP,30,Beach or Land,Moderate Decomposition,9/30/2019,2019,SEP,30,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,,216,cm,actual,,,notMeasured,Y,,,,Y,,,,Y,limited,fresh,9/30/2019
SE-2017-1197103,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,intersection of San Domingo drive and the beach,29.20521,actual,-94.93185,actual,N,CBD,N,N,N,N,,N,CBD,5/28/2017,2017,MAY,28,Beach or Land,Moderate Decomposition,5/28/2017,2017,MAY,28,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,ADULT,274,cm,actual,,,,Y,N,Y,N,N,N,N,N,N,,,
SE-2017-1199472,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,0.1 mile west of O'Neal road Port Bolivar,29.4357,actual,-94.6621,actual,,CBD,,,,,,N,CBD,11/7/2017,2017,NOV,7,Beach or Land,Moderate Decomposition,11/7/2017,2017,NOV,7,Moderate Decomposition,,,,,,,,,,,,,,,,UNKNOWN,ADULT,270,cm,actual,,,,Y,,Y,,,,,,N,,,
SE-2017-1199493,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Galveston,TX,Gulf of Mexico,"2 miles east of Rollover Pass, Bolivar",29.5187,actual,-94.469,actual,,CBD,,,,,,N,CBD,12/3/2017,2017,DEC,3,Beach or Land,Moderate Decomposition,12/3/2017,2017,DEC,3,Moderate Decomposition,,,,,,,,,,,,,,,,UNKNOWN,ADULT,225,cm,actual,,,,Y,,Y,,,,,,N,,,
